-1.60042	-1.47903	-1.86894	-0.141443	-1.68032	-0.326862	-0.648275	0.197227	-0.217701	0.00465185	-1.10972	0.117228	2.19878	0.4778	0.460577	0.495893	0.0775	0.186	0.465	
1.39523	-1.53373	-1.53294	-0.34673	-1.23485	-0.463628	-0.648275	0.302171	-0.474893	0.0896846	-1.19975	0.12443	3.51067	0.492698	0.498765	0.526722	0.06975	0.17825	0.31	
4.28918	-1.36433	-1.7014	-0.419528	-1.09842	-0.393678	-0.648275	0.248496	-0.553657	0.119839	-1.15461	0.102128	6.50164	0.512188	0.499472	0.477141	0.06975	0.30225	0.465	
3.82526	-0.668384	-1.48844	-0.487661	-0.774683	-0.756875	-0.648275	0.527187	-0.740569	0.14806	-1.21167	0.0105043	5.48642	0.519778	0.498461	0.488502	0.08525	0.17825	0.31	
1.4675	-0.688963	-0.706265	-0.38839	-0.957083	-1.26855	-0.648275	0.919809	-0.63526	0.106941	-1.42126	0.0132135	3.28825	0.5022	0.445849	0.470144	0.0775	0.186	0.3255	
2.09247	-0.519435	-0.771877	-0.00417006	-1.13707	-0.712183	-0.648275	0.492893	-0.531342	-0.0522083	-1.40368	-0.00910533	4.46033	0.494618	0.352592	0.387187	0.0775	0.186	0.31	
1.36028	0.418004	-1.49968	-0.562108	-0.704042	-0.463077	-0.648275	0.301748	-0.781353	0.178897	-1.20866	-0.132522	3.05348	0.590205	0.517567	0.453456	0.0775	0.17825	0.31775	
3.17488	0.964801	-1.28477	-0.116655	-1.09601	-0.286496	-0.648275	0.166252	-0.555051	-0.00561565	-1.26625	-0.204509	4.17523	0.645975	0.616494	0.428663	0.06975	0.186	0.31775	
-0.76328	1.0474	-0.663766	-0.725316	-1.28174	0.103325	-0.648275	-0.132868	-0.447821	0.2465	-1.43265	-0.215383	1.59764	0.751113	0.692991	0.329124	0.06975	0.17825	0.31	
-0.454985	1.85529	0.296992	1.57317	-2.6246	-0.540728	-0.648275	0.361332	0.327483	-0.705563	-1.69008	-0.321744	3.38657	0.830007	0.753231	0.237767	0.0775	0.17825	0.31775	
