3.20044	1.10608	-1.64039	-0.0493109	-0.799544	-0.0723017	-0.648275	0.00189521	-0.726215	-0.0335104	-1.17096	-0.223109	6.58079	0.667939	0.518724	0.312595	0.093	0.14725	0.403	
3.20666	1.19357	-1.98196	-0.279209	-0.600183	-0.183491	-0.648275	0.0872141	-0.841316	0.0617165	-1.07944	-0.234627	7.96129	0.717464	0.57834	0.364676	0.10075	0.14725	0.44175	
2.10596	1.23134	-1.82233	0.377473	-0.821842	-0.420542	-0.648275	0.269109	-0.713341	-0.21029	-1.12221	-0.239599	5.81663	0.657553	0.545928	0.396819	0.093	0.155	0.31775	
3.79507	0.339423	-1.38506	-0.355853	-0.584961	-0.250076	-0.648275	0.138306	-0.850105	0.0934633	-1.23937	-0.122176	6.52497	0.634974	0.585402	0.430978	0.093	0.14725	0.31775	
1.74625	0.825007	-1.67179	-0.272315	-0.744252	-0.155207	-0.648275	0.0655105	-0.758138	0.0588609	-1.16255	-0.186104	4.53373	0.623315	0.585302	0.458562	0.093	0.14725	0.31	
2.67719	0.370118	-1.30068	0.174612	-0.837993	-0.284876	-0.648275	0.16501	-0.704016	-0.126262	-1.26198	-0.126217	5.60299	0.544339	0.567097	0.574643	0.093	0.14725	0.31	
0.895967	0.0190052	-1.30091	-0.386624	-0.599449	-0.259063	-0.648275	0.145202	-0.84174	0.106209	-1.26192	-0.0799923	2.67822	0.556713	0.626183	0.6524	0.0465	0.093	0.14725	
0.139645	0.674846	-1.66898	-0.252884	-0.864689	-0.0878393	-0.648275	0.0138177	-0.688604	0.0508125	-1.1633	-0.166335	3.37921	0.580983	0.554209	0.524026	0.093	0.14725	0.3255	
2.03716	0.0215158	-1.16568	0.067765	-0.726969	-0.300009	-0.648275	0.176621	-0.768116	-0.0820048	-1.29816	-0.0803228	5.30874	0.534384	0.521985	0.527019	0.093	0.14725	0.44175	
-0.783151	-0.0383406	-1.24912	-0.506968	-0.579565	-0.203894	-0.648275	0.102869	-0.85322	0.156057	-1.2758	-0.0724426	1.98294	0.566104	0.564278	0.514589	0.093	0.14725	0.44175	
1.618	0.801802	-1.81864	-0.0342626	-1.01813	-0.00829562	-0.648275	-0.0472184	-0.600014	-0.0397436	-1.1232	-0.183049	6.75242	0.615752	0.529196	0.35723	0.093	0.1395	0.4495	
2.62331	-0.239296	-1.15853	-0.182955	-0.583634	-0.189201	-0.648275	0.0915952	-0.850871	0.0218469	-1.30007	-0.0459863	6.0192	0.507626	0.52134	0.562104	0.093	0.13175	0.31	
2.88742	-0.0433047	-1.36651	-0.516334	-0.575345	-0.207624	-0.648275	0.105732	-0.855657	0.159937	-1.24434	-0.071789	5.93794	0.511701	0.521788	0.541005	0.05425	0.10075	0.1395	
-0.382262	0.782298	-1.83782	0.0818039	-0.806847	-0.0287401	-0.648275	-0.0315308	-0.721999	-0.0878199	-1.11806	-0.180482	3.26407	0.584975	0.527038	0.395746	0.08525	0.13175	0.44175	
0.587186	-0.232543	-1.13259	-0.227546	-0.537129	-0.270582	-0.648275	0.154041	-0.877721	0.0403172	-1.30703	-0.0468753	3.41126	0.509073	0.512231	0.531562	0.08525	0.13175	0.4495	
2.12462	-0.0277593	-1.47173	-0.496726	-0.653857	-0.202758	-0.648275	0.101998	-0.810328	0.151815	-1.21615	-0.0738356	5.03082	0.511331	0.49501	0.504845	0.0775	0.11625	0.3255	
-1.18034	0.863772	-1.89288	0.140016	-0.845833	-0.103277	-0.648275	0.0256631	-0.69949	-0.111932	-1.10331	-0.191208	2.69338	0.570982	0.61295	0.59179	0.08525	0.124	0.31775	
2.00282	-0.352433	-1.13782	-0.296253	-0.474666	-0.277547	-0.648275	0.159385	-0.913784	0.0687762	-1.30562	-0.0310915	5.19791	0.476681	0.468939	0.552449	0.08525	0.124	0.31	
1.75677	0.00383483	-1.57783	-0.403592	-0.641164	-0.168987	-0.648275	0.0760846	-0.817656	0.113238	-1.18772	-0.0779951	4.71366	0.555509	0.523545	0.48285	0.0775	0.11625	0.31775	
0.485829	0.422867	-1.74095	-0.150224	-0.73447	-0.169979	-0.648275	0.0768454	-0.763786	0.00828912	-1.14402	-0.133162	4.33413	0.529296	0.52509	0.566634	0.08525	0.124	0.3255	
2.54899	-0.296484	-1.08836	-0.24206	-0.459434	-0.237092	-0.648275	0.128343	-0.922578	0.0463288	-1.31888	-0.0384573	5.64705	0.524532	0.550641	0.583082	0.08525	0.124	0.3255	
1.96388	0.10698	-1.75891	-0.329386	-0.766549	-0.123573	-0.648275	0.0412373	-0.745265	0.0825005	-1.1392	-0.0915744	4.89542	0.600366	0.55629	0.441227	0.0775	0.124	0.3255	
1.92662	0.401447	-1.44015	-0.127593	-0.696089	-0.25278	-0.648275	0.140381	-0.785945	-0.00108497	-1.22461	-0.130342	5.95131	0.625007	0.655072	0.576794	0.08525	0.124	0.41075	
0.482964	-0.0766018	-1.20317	-0.260822	-0.53478	-0.34075	-0.648275	0.207883	-0.879077	0.0541002	-1.28811	-0.0674054	2.91228	0.56016	0.568293	0.545195	0.08525	0.1395	0.41075	
2.62038	0.483879	-1.88131	-0.438312	-0.681999	-0.26192	-0.648275	0.147395	-0.79408	0.127619	-1.10641	-0.141194	5.99598	0.614501	0.608752	0.481384	0.08525	0.1395	0.4495	
1.73431	0.983116	-1.36197	0.0579211	-0.593492	-0.650335	-0.648275	0.445436	-0.845179	-0.0779274	-1.24556	-0.20692	6.44849	0.621505	0.585803	0.465025	0.08525	0.1395	0.33325	
1.16292	0.240592	-1.44599	-0.20757	-0.761037	-0.468044	-0.648275	0.305559	-0.748447	0.0320426	-1.22305	-0.109165	4.29352	0.603961	0.574909	0.477603	0.08525	0.1395	0.4495	
1.26654	1.21137	-1.69297	-0.862278	-0.366867	-0.496504	-0.648275	0.327397	-0.976021	0.303231	-1.15687	-0.23697	4.57606	0.679948	0.64181	0.400144	0.0775	0.124	0.4495	
1.7538	1.72419	-1.09731	0.347112	-0.939415	-0.821731	-0.648275	0.576953	-0.645461	-0.197714	-1.31648	-0.304484	5.24292	0.678537	0.734564	0.527298	0.08525	0.13175	0.98425	
0.859513	1.11512	-1.43292	-0.514983	-0.709672	-0.499118	-0.648275	0.329403	-0.778103	0.159377	-1.22655	-0.224298	2.77879	0.805114	0.811655	0.273879	0.0775	0.124	0.70525	
3.29876	2.65566	-1.78139	-0.765251	-0.239151	-0.714106	-0.648275	0.494369	-1.04976	0.263042	-1.13318	-0.427115	7.82055	0.89971	0.771178	0.0394662	0.093	0.1395	0.72075	
0.387984	1.91505	0.384221	0.890185	-1.46158	-2.06195	-0.648275	1.52861	-0.343988	-0.422662	-1.71345	-0.329612	4.3497	0.927583	0.777685	0.0375057	0.08525	0.1395	0.372	
4.34761	1.70255	-1.12208	-0.914441	-1.04324	-0.378293	-0.648275	0.236691	-0.585519	0.324838	-1.30984	-0.301635	10.5208	0.989065	0.760742	-0.0737014	0.51925	0.6665	0.992	
3.42449	3.30745	-1.42406	-0.427449	-1.27061	-0.00660034	-0.648275	-0.0485192	-0.454243	0.12312	-1.22893	-0.512924	9.47467	1.01983	0.751127	-0.156826	0.62775	0.6975	0.93	
-1.15491	2.35533	-0.107848	-1.18144	-0.814411	-0.684459	-0.648275	0.47162	-0.717632	0.435431	-1.5816	-0.387575	2.48278	0.991326	0.724632	-0.0914788	0.42625	0.7285	0.837	
-3.5793	1.48422	-0.58342	0.421963	-1.57239	-0.0731868	-0.648275	0.00257435	-0.280014	-0.228718	-1.45417	-0.272892	1.20166	0.931833	0.765056	0.0862495	0.08525	0.124	0.9765	
2.9926	0.462748	-0.868612	0.046892	-0.992232	-0.223619	-0.648275	0.118005	-0.614967	-0.0733589	-1.37776	-0.138412	6.77652	0.860762	0.725301	0.2001	0.0775	0.11625	0.51925	
4.15904	0.696872	-0.850783	-0.607141	-0.979179	0.150443	-0.648275	-0.169023	-0.622503	0.19755	-1.38253	-0.169235	7.78715	0.825134	0.686417	0.118368	0.06975	0.3565	0.4185	
4.55404	1.2345	-1.41686	0.536106	-1.06385	0.0460428	-0.648275	-0.0889138	-0.573616	-0.275998	-1.23085	-0.240016	8.31696	0.77444	0.68094	0.252844	0.062	0.124	0.341	
6.35995	-0.00393939	-1.1502	-0.504353	-0.641532	-0.172923	-0.648275	0.0791043	-0.817444	0.154974	-1.30231	-0.0769716	9.24149	0.765209	0.737801	0.260016	0.062	0.124	0.34875	
2.32572	0.34539	-0.753118	-0.71415	-0.749201	0.207658	-0.648275	-0.212925	-0.755281	0.241875	-1.4087	-0.122962	3.50248	0.804031	0.818841	0.293859	0.062	0.11625	0.50375	
5.52294	0.006052	-0.925836	-0.171111	-0.406893	-0.146549	-0.648275	0.0588668	-0.952912	0.0169409	-1.36242	-0.078287	8.38079	0.715064	0.731289	0.406718	0.062	0.11625	0.372	
