3.80072	0.585717	0.63961	0.503199	0.06975	0.124	0.465	
3.01114	0.455831	0.550231	0.675099	0.06975	0.124	0.496	
2.80604	0.462946	0.54511	0.650606	0.06975	0.124	0.48825	
5.33977	0.471751	0.537797	0.596586	0.06975	0.124	0.4805	
2.35849	0.481661	0.5265	0.547483	0.06975	0.11625	0.47275	
5.58068	0.510319	0.586141	0.610382	0.06975	0.11625	0.47275	
4.33477	0.50387	0.525406	0.495896	0.062	0.11625	0.496	
6.02365	0.471978	0.472625	0.461294	0.062	0.11625	0.4805	
6.14141	0.512559	0.50596	0.422689	0.062	0.1085	0.47275	
2.73647	0.585926	0.578678	0.412575	0.062	0.124	0.48825	
