0.00130649 0.692308 0.307087 0.0125811 0.307314 0.00119867 0.257812 0.0142814 0.0199919 0.535332 0.160401 4.01803 
0.00165266 0.961538 0.409449 -0.00198319 0.0561806 0.0028071 0.398438 0.0212613 0.0163605 0.425601 0.156884 6.5483 
0.00187718 0.712644 0.685039 0.0109949 0.295174 0.00515573 0.582031 0.0371912 0.0178821 0.501417 0.1953 5.51241 
0.00123201 0.884058 0.543307 -0.00391605 0.0915191 0.00313374 0.507812 0.0319073 0.0203771 0.626027 0.214757 3.79656 
0.00119515 0.810811 0.582677 -0.0108844 0.247842 0.00301913 0.523438 0.0338108 0.0216484 0.687321 0.230653 3.67244 
0.000593145 0.931034 0.456693 0.00173707 0.0336027 0.00138478 0.4375 0.0250107 0.0227476 0.70778 0.214968 2.95933 
0.00058873 0.84375 0.503937 -0.000294365 0.0199134 0.00141156 0.460938 0.0254887 0.022668 0.698594 0.212519 3.17542 
0.000575729 0.893939 0.519685 -0.00300202 0.0530122 0.00146458 0.488281 0.0241198 0.0201006 0.632966 0.221452 3.71618 
0.000571522 0.807692 0.614173 0.004613 0.0784902 0.00152074 0.550781 0.024698 0.0188833 0.577269 0.21053 4.22144 
0.000567376 0.62963 0.637795 -0.0077001 0.128224 0.00141557 0.515625 0.0216669 0.0149262 0.414091 0.170129 6.5464 
0.00120674 0.923077 0.409449 -0.00712367 0.197692 0.00258605 0.390625 0.0271805 0.0235199 0.783815 0.233887 2.93075 
0.000540186 1.42424 0.370079 -0.00169773 0.0349817 0.00104634 0.3125 0.0210403 0.0282537 0.903503 0.195691 2.18622 
0.000761383 0.826923 0.409449 -0.00749962 0.179622 0.00164057 0.371094 0.0197148 0.0164084 0.52194 0.20911 6.12433 
0.00101405 0.656716 0.527559 0.00285435 0.071425 0.00163064 0.433594 0.0211347 0.0169903 0.509608 0.19642 5.91768 
0.000522271 0.651515 0.519685 0.00567037 0.0984587 0.000874173 0.425781 0.0171585 0.0150692 0.396993 0.152991 7.13338 
