1 1316 2741
2 2877 6052
3 10063 11144
4 11144 11744
5 11744 12410
6 12410 14053
7 14053 14266
8 14266 14596
9 14855 15209
10 15414 17296
11 24167 25209
12 25209 25777
13 25777 26004
14 26004 26930
15 26930 27211
16 27211 27498
17 27498 27787
18 27787 28858
19 28858 29164
20 29164 29502
21 40195 41261
22 41261 41514
23 41514 41975
24 41975 42226
25 42226 44321
26 44321 44365
27 44365 44427
28 44437 44495
29 44495 45692
