1 18591 18999
2 18999 19938
3 19938 21507
4 23476 23985
5 23985 24470
6 24470 24938
7 24938 25330
8 25330 25964
9 25964 26965
10 29115 29741
11 29741 30330
12 30330 30729
13 30729 31330
14 31330 31654
15 31654 31895
16 31895 32521
17 32521 32874
18 32874 33417
19 33417 33776
20 33776 34394
