0.08525	0.1395	0.37975	0.721952	0.573018	
0.1395	0.37975	0.42625	0.707839	0.513863	
0.0775	0.11625	0.45725	0.662441	0.556409	
0.08525	0.403	0.465	0.675483	0.55582	
0.08525	0.42625	0.465	0.655325	0.55637	
0.08525	0.41075	0.45725	0.679051	0.593481	
0.08525	0.372	0.41075	0.704328	0.482364	
0.08525	0.4185	0.465	0.61244	0.476849	
0.08525	0.3875	0.45725	0.617169	0.588041	
0.08525	0.36425	0.45725	0.694258	0.477529	
0.08525	0.3875	0.4495	0.656324	0.529875	
0.08525	0.36425	0.4495	0.628924	0.544514	
0.08525	0.36425	0.4495	0.663114	0.531511	
0.08525	0.36425	0.4185	0.635484	0.557754	
0.08525	0.36425	0.4185	0.61542	0.608524	
0.08525	0.1395	0.36425	0.590701	0.586936	
0.08525	0.36425	0.42625	0.643068	0.551881	
0.08525	0.1395	0.372	0.620968	0.560633	
0.08525	0.37975	0.44175	0.664045	0.553909	
0.08525	0.36425	0.42625	0.66345	0.675425	
0.08525	0.36425	0.42625	0.625073	0.540337	
0.08525	0.36425	0.4495	0.669738	0.53361	
0.08525	0.36425	0.42625	0.707431	0.596071	
0.08525	0.124	0.465	0.699	0.614694	
0.08525	0.124	0.4185	0.720305	0.610344	
0.08525	0.37975	0.434	0.772679	0.510228	
0.0775	0.37975	0.42625	0.756371	0.633159	
0.06975	0.3875	0.44175	0.736545	0.651924	
0.0775	0.13175	0.44175	0.699308	0.609645	
0.08525	0.13175	0.3875	0.763627	0.762477	
0.13175	0.403	0.8525	0.923341	0.781565	
0.13175	0.775	0.8525	0.95837	0.7901	
0.093	0.4805	0.7595	0.985257	0.727783	
0.093	0.13175	0.79825	0.983565	0.752763	
0.08525	0.41075	0.45725	0.84044	0.61	
0.062	0.45725	0.81375	0.892508	0.74484	
0.06975	0.403	0.47275	0.821409	0.776467	
0.06975	0.41075	0.465	0.74275	0.724941	
0.06975	0.41075	0.465	0.808097	0.623205	
0.06975	0.41075	0.465	0.754088	0.66841	
0.06975	0.41075	0.465	0.70566	0.599376	
0.05425	0.20925	0.434	0.706969	0.680407	
0.06975	0.20925	0.42625	0.664929	0.681807	
0.05425	0.20925	0.4805	0.642914	0.58604	
0.06975	0.42625	0.4805	0.655353	0.650482	
0.06975	0.3255	0.4185	0.615742	0.598684	
0.06975	0.17825	0.4185	0.57141	0.601948	
0.06975	0.4185	0.47275	0.638716	0.546628	
0.062	0.1705	0.45725	0.557304	0.526922	
0.06975	0.1705	0.45725	0.616854	0.643855	
0.06975	0.1705	0.33325	0.638556	0.637361	
0.062	0.1705	0.33325	0.53078	0.508192	
0.05425	0.093	0.17825	0.583327	0.610599	
0.05425	0.31775	0.465	0.587556	0.614506	
0.05425	0.31775	0.47275	0.546905	0.541439	
0.05425	0.2015	0.47275	0.601574	0.599286	
0.06975	0.2015	0.3255	0.584857	0.562563	
0.062	0.33325	0.4495	0.555613	0.530721	
0.06975	0.2015	0.42625	0.618449	0.585067	
0.062	0.33325	0.42625	0.607531	0.557999	
0.062	0.33325	0.41075	0.620202	0.612338	
0.06975	0.3255	0.45725	0.677336	0.604359	
0.062	0.3255	0.4495	0.646986	0.54598	
0.062	0.20925	0.42625	0.677589	0.566483	
0.062	0.2015	0.42625	0.693457	0.542756	
0.062	0.2015	0.33325	0.662256	0.614187	
0.062	0.3255	0.45725	0.79978	0.72296	
0.062	0.41075	0.45725	0.726763	0.666259	
0.062	0.20925	0.41075	0.712601	0.645422	
0.06975	0.20925	0.42625	0.750472	0.611095	
0.20925	0.42625	0.7595	0.894793	0.709265	
0.2015	0.48825	0.75175	0.986809	0.703464	
0.2015	0.34875	0.86025	0.962899	0.762857	
0.34875	0.5735	0.86025	0.997529	0.768481	
0.5735	0.86025	0.93	1.04156	0.701875	
0.372	0.4185	0.465	0.884538	0.456217	
0.341	0.4185	0.45725	0.846943	0.416305	
0.341	0.4185	0.465	0.890384	0.410415	
0.341	0.4185	0.45725	0.865153	0.523634	
0.2635	0.34875	0.4185	0.848576	0.543916	
0.2635	0.34875	0.4185	0.831759	0.485493	
0.341	0.4185	0.465	0.835359	0.588276	
0.34875	0.41075	0.465	0.821164	0.643326	
0.27125	0.34875	0.4185	0.825173	0.494414	
0.27125	0.34875	0.42625	0.814639	0.620539	
0.27125	0.34875	0.41075	0.807836	0.562477	
0.27125	0.341	0.41075	0.77608	0.550893	
0.27125	0.34875	0.41075	0.817036	0.580909	
0.27125	0.34875	0.42625	0.836451	0.509414	
0.27125	0.34875	0.42625	0.823694	0.58523	
0.27125	0.341	0.4185	0.857133	0.600304	
0.27125	0.34875	0.4185	0.797032	0.566784	
0.279	0.341	0.4185	0.817114	0.613011	
0.279	0.341	0.4185	0.832922	0.493694	
0.279	0.33325	0.41075	0.827613	0.532217	
0.27125	0.33325	0.42625	0.850409	0.47036	
0.279	0.341	0.41075	0.831654	0.523797	
0.279	0.33325	0.41075	0.853128	0.506099	
0.279	0.3255	0.42625	0.810739	0.44581	
0.279	0.33325	0.42625	0.836701	0.583519	
0.0465	0.27125	0.3255	0.881711	0.663819	
0.27125	0.31775	0.4185	0.842572	0.510041	
0.2635	0.31775	0.41075	0.882242	0.512413	
0.2635	0.31	0.41075	0.839417	0.448173	
0.31775	0.4185	0.48825	0.903529	0.454849	
0.062	0.1085	0.47275	0.756529	0.834622	
0.062	0.124	0.341	0.655052	0.671619	
0.062	0.124	0.4805	0.72705	0.729378	
0.05425	0.10075	0.41075	0.640653	0.663793	
0.05425	0.11625	0.48825	0.641416	0.67924	
0.22475	0.8835	0.96875	1.02403	0.712424	
