0.00242256 0.992188 1.00787 0.0256676 0.605476 0.00922473 0.996094 0.0718331 0.0161619 0.378805 0.145289 7.15994 
0.000875024 1.26667 0.299213 -0.00570668 0.165197 0.00173387 0.265625 0.0142811 0.0170121 0.626959 0.250736 4.63233 
0.000782706 1.46429 0.645669 0.000782706 0.0304166 0.00204584 0.539062 0.0278702 0.0143051 0.410065 0.181864 6.75553 
0.0010938 1.51852 0.645669 -0.00203674 0.0618568 0.00282791 0.53125 0.030682 0.0138786 0.398347 0.179942 7.49764 
0.00249527 1.31667 0.622047 -0.0437051 0.894717 0.00655404 0.542969 0.0314478 0.0157843 0.436485 0.183043 6.67753 
0.00123564 1.51282 0.464567 0.00276203 0.083851 0.00201458 0.382812 0.0221662 0.018199 0.631989 0.248327 4.60736 
0.000561541 1.30769 0.267717 -0.00589619 0.177275 0.00106063 0.234375 0.0107163 0.0208544 0.761584 0.256889 3.3453 
0.00172795 1.86 0.732283 -0.0353193 0.756461 0.00548101 0.558594 0.0327154 0.0143912 0.365614 0.140927 7.07288 
0.00215291 0.90625 1.00787 0.0807066 1.93269 0.00894547 0.953125 0.0585515 0.0157001 0.374124 0.143845 7.58068 
0.00111919 1.10435 1 -0.0522104 1.24231 0.00682312 0.945312 0.0398087 0.0113079 0.331409 0.157614 10.0037 
0.00105922 1.42857 0.787402 0.0591324 1.54996 0.00465319 0.664062 0.038752 0.014082 0.394631 0.152545 6.7508 
0.00408704 0.714286 0.0551181 0.00759843 0.178107 0.000374392 0.046875 0.00614758 0.0462294 0.791675 -0.103166 0.542488 
0.013305 1.11111 0.0787402 0.013305 0.320426 0.000608831 0.0742188 0.013802 0.0491844 0.409317 -0.0660361 0.343968 
0.00521155 0.478261 0.181102 -0.0128522 0.343925 0.000599193 0.132812 0.0136736 0.0420887 0.582868 -0.0381103 0.849155 
0.00661089 0.821429 0.220472 0.0191306 0.444819 0.000963234 0.199219 0.0171334 0.0412724 0.566229 -0.0248662 1.00828 
0.00445692 0.481481 0.212598 0.00352151 0.08469 0.000863915 0.15625 0.0140853 0.0355215 0.628974 0.0372353 1.52847 
0.00652174 0.697674 0.338583 -0.0206735 0.563125 0.00081056 0.285156 0.0213561 0.0365383 0.494811 0.00367326 1.07746 
0.000543314 1.97059 0.527559 0.0250528 0.556126 0.00264527 0.394531 0.0168145 0.0162773 0.605383 0.235451 4.55 
0.00424901 0.916667 0.283465 -0.0393202 0.851531 0.00227665 0.269531 0.019415 0.0270158 0.599119 0.0944347 2.78943 
